Position,Const,Created,Modified,Description,Name,Known For,Birth Date
900,nm0001932,2016-12-15,2016-12-15,The Noose/The Patent Leather Kid,Richard Barthelmess,Only Angels Have Wings,1895-05-09
901,nm0237571,2016-12-15,2016-12-15,A Ship Comes In,Louise Dresser,The Scarlet Empress,1878-10-05
902,nm0350453,2016-12-15,2016-12-15,Brokeback Mountain,Jake Gyllenhaal,Nightcrawler,1980-12-19
903,nm0000369,2016-12-15,2016-12-15,Crash,Matt Dillon,There's Something About Mary,1964-02-18
904,nm0316079,2016-12-15,2016-12-15,Cinderella Man,Paul Giamatti,Sideways,1967-06-06
905,nm1940449,2017-01-24,2022-02-10,"Tick Tick...Boom!, Hacksaw Ridge",Andrew Garfield,Hacksaw Ridge,1983-08-20
906,nm0991810,2017-01-24,2019-01-22,"Green Book, Moonlight",Mahershala Ali,House of Cards,1974-02-16
907,nm1550948,2017-01-24,2017-01-24,Loving,Ruth Negga,Loving,1982-01-07
908,nm2348627,2017-01-24,2017-01-24,Manchester by the Sea,Lucas Hedges,"Three Billboards Outside Ebbing, Missouri",1996-12-12
909,nm0001376,2017-01-24,2017-01-24,Elle,Isabelle Huppert,Elle,1953-03-16
910,nm2353862,2017-01-24,2017-01-24,Lion,Dev Patel,Slumdog Millionaire,1990-04-23
911,nm0365140,2017-01-24,2017-01-24,Moonlight,Naomie Harris,Moonlight,1976-09-06
912,nm3154303,2018-01-23,2018-01-23,Call Me By Your Name,Timothée Chalamet,Call Me by Your Name,1995-12-27
913,nm0004763,2018-01-23,2018-01-23,Mudbound,Mary J. Blige,Mudbound,1971-01-11
914,nm3053338,2018-01-23,2020-01-13,"Bombshell, I Tonya",Margot Robbie,Suicide Squad,1990-07-02
915,nm2257207,2018-01-23,2021-03-17,"Judas and the Black Messiah, Get Out",Daniel Kaluuya,Get Out,1989-02-24
916,nm0005377,2018-01-23,2019-01-22,"Vice, Three Billboards Outside Ebbing Missouri ",Sam Rockwell,Moon,1968-11-05
917,nm0005049,2018-01-23,2018-01-23,I Tonya,Allison Janney,The Help,1959-11-19
918,nm0544334,2018-01-23,2018-01-23,Phantom Thread,Lesley Manville,Phantom Thread,1956-03-12
919,nm0582418,2018-01-23,2018-01-23,Lady Bird,Laurie Metcalf,Lady Bird,1955-06-16
920,nm1785339,2019-01-22,2019-01-22,Bohemian Rhapsody,Rami Malek,Bohemian Rhapsody,1981-05-12
921,nm3485845,2019-01-22,2020-01-13,"Marriage Story, BlacKkKlansman",Adam Driver,Star Wars: Episode VII - The Force Awakens,1983-11-19
922,nm0000385,2019-01-22,2019-01-22,A Star is Born,Sam Elliott,A Star Is Born,1944-08-09
923,nm0001290,2019-01-22,2019-01-22,Can You Ever Forgive Me?,Richard E. Grant,Gosford Park,1957-05-05
924,nm8611957,2019-01-22,2019-01-22,Roma,Yalitza Aparicio,Roma,1993-12-11
925,nm1469236,2019-01-22,2022-02-10,"The Lost Daughter, The Father, The Favourite",Olivia Colman,The Favourite,1974-01-30
926,nm3078932,2019-01-22,2019-01-22,A Star is Born,Lady Gaga,A Star Is Born,1986-03-28
927,nm0211920,2019-01-22,2019-01-22,Roma,Marina de Tavira,Roma,1974-11-21
928,nm0005093,2019-01-22,2019-01-22,If Beale Street Could Talk,Regina King,Ray,1971-01-15
929,nm6073955,2020-01-13,2020-01-13,Little Women,Florence Pugh,Midsommar,1996-01-03
930,nm7248827,2020-01-13,2020-01-13,Harriet,Cynthia Erivo,Harriet,1987-01-08
931,nm0424060,2020-01-13,2020-01-13,"Jojo Rabbit, Marriage Story",Scarlett Johansson,Lost in Translation,1984-11-22
932,nm0000104,2020-01-13,2020-01-13,Pain and Glory,Antonio Banderas,The Mask of Zorro,1960-08-10
933,nm0000596,2020-01-13,2020-01-13,The Two Popes,Jonathan Pryce,The Two Popes,1947-06-01
934,nm1981893,2021-03-17,2021-03-17,Sound of Metal,Riz Ahmed,Sound of Metal,1982-12-01
935,nm1569276,2021-03-17,2021-03-17,Ma Rainey's Black Bottom,Chadwick Boseman,Black Panther,1976-11-29
936,nm3081796,2021-03-17,2021-03-17,Minari,Steven Yeun,Minari,1983-12-21
937,nm0056187,2021-03-17,2021-03-17,The Trial of the Chicago 7,Sacha Baron Cohen,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1971-10-13
938,nm1502434,2021-03-17,2021-03-17,One Night in Miami,Leslie Odom Jr.,Hamilton,1981-08-06
939,nm0705152,2021-03-17,2021-03-17,Sound of Metal,Paul Raci,Sound of Metal,1948-04-07
940,nm3147751,2021-03-17,2021-03-17,Judas and the Black Messiah,LaKeith Stanfield,Sorry to Bother You,1991-08-12
941,nm7363531,2021-03-17,2021-03-17,The United States vs Billie Holiday,Andra Day,The United States vs. Billie Holiday,1984-12-30
942,nm3948952,2021-03-17,2021-03-17,Pieces of a Woman,Vanessa Kirby,The Crown,1988-04-18
943,nm7210025,2021-03-17,2021-03-17,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,1996-06-04
944,nm1086543,2021-03-17,2021-03-17,Mank,Amanda Seyfried,Les Misérables,1985-12-03
945,nm0950926,2021-03-17,2021-03-17,Minari,Youn Yuh-jung,Minari,1947-06-19
946,nm0254712,2022-02-10,2022-02-10,King Richard,Aunjanue Ellis,King Richard,1969-02-21
947,nm0829576,2022-02-10,2022-02-10,Spencer,Kristen Stewart,Snow White and the Huntsman,1990-04-09
948,nm0001354,2022-02-10,2022-02-10,Belfast,Ciarán Hinds,Belfast,1953-02-09
949,nm1319274,2022-02-10,2022-02-10,CODA,Troy Kotsur,CODA,1968-07-24
950,nm0687146,2022-02-10,2022-02-10,The Power of the Dog,Jesse Plemons,The Irishman,1988-04-02
951,nm0000379,2022-02-10,2022-02-10,The Power of the Dog,Kirsten Dunst,Spider-Man,1982-04-30
952,nm2240346,2022-02-10,2022-02-10,The Power of the Dog,Kodi Smit-McPhee,Let Me In,1996-06-13
953,nm2976580,2022-02-10,2022-02-10,The Lost Daughter,Jessie Buckley,I'm Thinking of Ending Things,1989-12-28
954,nm3663196,2022-02-10,2022-02-10,West Side Story,Ariana DeBose,West Side Story,1991-01-25
